iter,timestamp,tag,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19
-19,2026-02-22 03-00-55,executed,30.700657941566785,45.04194559437066,41.312759167528206,25.11383903495449,-3.373658065510757,-30.717054030858634,-46.32810568380499,-44.24339683282962,-25.25921427828181,3.3730937964510654,-36.539825621983866,-11.479264198020807,18.026445250566276,40.51084887932266,47.61627793258808,36.539684972355374,11.506195454911335,-17.922269626170046,-40.505036846293315,-47.6162576872116
-18,2026-02-22 03-01-16,proposed,37.37053850510147,45.300076405033394,33.536565035610025,34.60017725990392,3.643059880964372,-41.22786966992982,-50.00358684497665,-55.61799374007989,-38.48068950419041,21.09567657952537,-40.0144155322025,-4.777862569049294,21.24916045405933,41.11427822102754,37.18177791512083,26.44026620647691,15.923559178733399,-6.633501091702033,-58.88571452387282,-57.00394399841288
-18,2026-02-22 03-01-16,executed,37.37053850510147,45.300076405033394,33.536565035610025,34.60017725990392,3.643059880964372,-41.22786966992982,-50.00358684497665,-55.61799374007989,-38.48068950419041,21.09567657952537,-40.0144155322025,-4.777862569049294,21.24916045405933,41.11427822102754,37.18177791512083,26.44026620647691,15.923559178733399,-6.633501091702033,-58.88571452387282,-57.00394399841288
-17,2026-02-22 03-01-35,proposed,50.662660231593335,37.59974188498491,30.37376143939573,24.69207339349431,-7.065102675238023,-55.615002468277844,-44.35941832978032,-52.66077486385651,-54.74473183729726,23.291328567006133,-33.226367541951866,14.114864745103521,30.864544440842494,42.15439017786493,32.3701247423108,34.94255151875935,30.457805842794222,3.9438732641090652,-57.23009845229009,-51.85376021801626
-17,2026-02-22 03-01-35,executed,50.662660231593335,37.59974188498491,30.37376143939573,24.69207339349431,-7.065102675238023,-55.615002468277844,-44.35941832978032,-52.66077486385651,-54.74473183729726,23.291328567006133,-33.226367541951866,14.114864745103521,30.864544440842494,42.15439017786493,32.3701247423108,34.94255151875935,30.457805842794222,3.9438732641090652,-57.23009845229009,-51.85376021801626
-16,2026-02-22 03-01-54,proposed,52.94539112825418,47.86864491661493,21.977912949743917,18.780258214487827,-16.633985641758123,-57.83825941187603,-50.558569405767315,-34.281729083377115,-75.27703940097632,31.977159082052417,-42.433711937656746,11.791746108997748,52.39411341839809,28.8077754673619,33.13392124700169,22.481658750311432,42.480528912565056,-6.555542560626574,-46.66399737131421,-56.050536925017354
-16,2026-02-22 03-01-54,executed,52.94539112825418,47.86864491661493,21.977912949743917,18.780258214487827,-16.633985641758123,-57.83825941187603,-50.558569405767315,-34.281729083377115,-75.27703940097632,31.977159082052417,-42.433711937656746,11.791746108997748,52.39411341839809,28.8077754673619,33.13392124700169,22.481658750311432,42.480528912565056,-6.555542560626574,-46.66399737131421,-56.050536925017354
-15,2026-02-22 03-02-15,proposed,54.90532324485356,28.45628091385408,29.115767743999484,25.401739699705523,-18.922606852221325,-55.12075115207205,-50.849258910245936,-51.877550179417696,-83.21984491561898,38.20338406829964,-40.84030893615475,-1.351289141861411,61.956678835828335,20.84686814758123,23.881788086324615,12.161886820981888,36.63718427278073,20.90371013735589,-41.687805215379655,-35.16942737196335
-15,2026-02-22 03-02-15,executed,54.90532324485356,28.45628091385408,29.115767743999484,25.401739699705523,-18.922606852221325,-55.12075115207205,-50.849258910245936,-51.877550179417696,-83.21984491561898,38.20338406829964,-40.84030893615475,-1.351289141861411,61.956678835828335,20.84686814758123,23.881788086324615,12.161886820981888,36.63718427278073,20.90371013735589,-41.687805215379655,-35.16942737196335
-14,2026-02-22 03-02-35,proposed,67.76137739717637,25.42074714079257,35.30652436269396,29.361725191143247,-16.68855037466737,-55.66414532435817,-52.64202217137356,-49.44923045400347,-75.00927943559975,50.37392065265263,-35.245822333421685,2.4161402980277584,56.34528707424399,10.770031611454138,36.14362040915362,6.857321704562399,33.8823534356915,17.99127666919078,-44.06175115728525,-40.27289805507963
